[2022-11-01 15:12:09,054][lightning][INFO] - successful load initial weights
[2022-11-01 15:14:38,070][lightning][INFO] - reference : расскажи поподробнее про закрывающие документы в отеле
[2022-11-01 15:14:38,070][lightning][INFO] - prediction: 
[2022-11-01 15:14:38,615][lightning][INFO] - reference : включи кино вне правил
[2022-11-01 15:14:38,616][lightning][INFO] - prediction: 
[2022-11-01 15:14:39,592][lightning][INFO] - reference : салют в каком городе в нидерланды меньше всего жителей
[2022-11-01 15:14:39,593][lightning][INFO] - prediction: 
[2022-11-01 15:14:40,680][lightning][INFO] - reference : окей гугл найти популярные фильмы в жанре научная фантастика
[2022-11-01 15:14:40,680][lightning][INFO] - prediction: 
[2022-11-01 15:14:41,411][lightning][INFO] - reference : звезда на смотрешке
[2022-11-01 15:14:41,411][lightning][INFO] - prediction: 
[2022-11-01 15:14:41,982][lightning][INFO] - reference : первый сезон сериала мастер не на все руки
[2022-11-01 15:14:41,983][lightning][INFO] - prediction: 
[2022-11-01 15:14:42,623][lightning][INFO] - reference : матч между ньюкасл юнайтед и норвич сити
[2022-11-01 15:14:42,623][lightning][INFO] - prediction: 
[2022-11-01 15:14:43,691][lightning][INFO] - reference : афина предыдущая станция площадь дзержинского
[2022-11-01 15:14:43,691][lightning][INFO] - prediction: 
[2022-11-01 15:14:44,277][lightning][INFO] - reference : сбер дай прогноз на сегодня обещают ли снег
[2022-11-01 15:14:44,277][lightning][INFO] - prediction: 
[2022-11-01 15:14:44,885][lightning][INFO] - reference : салют пошли поиграем в снежки
[2022-11-01 15:14:44,886][lightning][INFO] - prediction: 
[2022-11-01 15:14:45,362][lightning][INFO] - reference : положи мне на телефон тысячу рублей
[2022-11-01 15:14:45,363][lightning][INFO] - prediction: гроемтем
[2022-11-01 15:14:45,958][lightning][INFO] - reference : вера юрьевна вечтомова
[2022-11-01 15:14:45,959][lightning][INFO] - prediction: 
[2022-11-01 15:14:46,803][lightning][INFO] - reference : алиса включи канал россия передача орел и решка
[2022-11-01 15:14:46,803][lightning][INFO] - prediction: 
[2022-11-01 15:14:47,859][lightning][INFO] - reference : наталья абдулаевна
[2022-11-01 15:14:47,859][lightning][INFO] - prediction: 
[2022-11-01 15:14:48,663][lightning][INFO] - reference : закажи пожалуйста баскин роббинс четыреста семьдесят миллилитров с фисташкой в пластиковом ведре
[2022-11-01 15:14:48,663][lightning][INFO] - prediction: 
[2022-11-01 15:14:49,290][lightning][INFO] - reference : кино альфреда хичкока метро
[2022-11-01 15:14:49,291][lightning][INFO] - prediction: 
[2022-11-01 15:14:50,009][lightning][INFO] - reference : стивен спилберг фильм про пирата без руки
[2022-11-01 15:14:50,009][lightning][INFO] - prediction: 
[2022-11-01 15:14:50,912][lightning][INFO] - reference : червяковой
[2022-11-01 15:14:50,913][lightning][INFO] - prediction: 
[2022-11-01 15:14:51,469][lightning][INFO] - reference : салют ева включи шурмана джой
[2022-11-01 15:14:51,469][lightning][INFO] - prediction: 
[2022-11-01 15:14:51,906][lightning][INFO] - reference : богдана александровича
[2022-11-01 15:14:51,906][lightning][INFO] - prediction: 
[2022-11-01 15:14:52,712][lightning][INFO] - reference : найди сериал герои
[2022-11-01 15:14:52,712][lightning][INFO] - prediction: 
[2022-11-01 15:14:53,355][lightning][INFO] - reference : тофик анатольевич шуруев
[2022-11-01 15:14:53,356][lightning][INFO] - prediction: 
[2022-11-01 15:14:54,593][lightning][INFO] - reference : можешь помочь футбольный матч тоттенхэм против манчестер юнайтед
[2022-11-01 15:14:54,593][lightning][INFO] - prediction: 
[2022-11-01 15:14:55,746][lightning][INFO] - reference : сбер как назывался дебютный студийный альбом джастина тимберлейка
[2022-11-01 15:14:55,747][lightning][INFO] - prediction: 
[2022-11-01 15:14:56,542][lightning][INFO] - reference : адреса банкомата сбербанка
[2022-11-01 15:14:56,543][lightning][INFO] - prediction: 
[2022-11-01 15:14:57,173][lightning][INFO] - reference : пошукай мастер и маргарита четыре кей
[2022-11-01 15:14:57,173][lightning][INFO] - prediction: 
[2022-11-01 15:14:57,700][lightning][INFO] - reference : арбузные корки
[2022-11-01 15:14:57,700][lightning][INFO] - prediction: 
[2022-11-01 15:14:58,392][lightning][INFO] - reference : огненная бригада пожарных включи
[2022-11-01 15:14:58,393][lightning][INFO] - prediction: 
[2022-11-01 15:14:58,953][lightning][INFO] - reference : камеди бойз первый выпуск
[2022-11-01 15:14:58,953][lightning][INFO] - prediction: 
[2022-11-01 15:14:59,590][lightning][INFO] - reference : помоги нам найти матч между арсеналом и ливерпулем
[2022-11-01 15:14:59,590][lightning][INFO] - prediction: 
[2022-11-01 15:15:00,159][lightning][INFO] - reference : убойная сила окко смартбокс
[2022-11-01 15:15:00,160][lightning][INFO] - prediction: 
[2022-11-01 15:15:00,726][lightning][INFO] - reference : седьмой сезон сериальчик бруклин девять девять
[2022-11-01 15:15:00,727][lightning][INFO] - prediction: 
[2022-11-01 15:15:01,344][lightning][INFO] - reference : наталья алексеевна остапова
[2022-11-01 15:15:01,345][lightning][INFO] - prediction: 
[2022-11-01 15:15:02,275][lightning][INFO] - reference : афина какие истории иерусалима ты знаешь
[2022-11-01 15:15:02,275][lightning][INFO] - prediction: 
[2022-11-01 15:15:03,174][lightning][INFO] - reference : внутри девятого номера второй сезон
[2022-11-01 15:15:03,175][lightning][INFO] - prediction: 
[2022-11-01 15:15:03,745][lightning][INFO] - reference : поставь яркость на двадцать пять процентов через четыре минуты
[2022-11-01 15:15:03,745][lightning][INFO] - prediction: 
[2022-11-01 15:15:04,813][lightning][INFO] - reference : давай прямой эфир лестера с арсеналом
[2022-11-01 15:15:04,814][lightning][INFO] - prediction: 
[2022-11-01 15:15:05,507][lightning][INFO] - reference : давай поищем футбол английской премьер лиги сити против манчестер юнайтед
[2022-11-01 15:15:05,507][lightning][INFO] - prediction: 
[2022-11-01 15:15:06,290][lightning][INFO] - reference : афина побег какого писателя с каторги готовили ишутинцы 
[2022-11-01 15:15:06,290][lightning][INFO] - prediction: 
[2022-11-01 15:15:06,854][lightning][INFO] - reference : фильм с леонардо ди каприо где он пытается выжить в одиночку
[2022-11-01 15:15:06,855][lightning][INFO] - prediction: 
[2022-11-01 15:15:07,330][lightning][INFO] - reference : какие плюсы парню дает умение садиться на шпагат
[2022-11-01 15:15:07,330][lightning][INFO] - prediction: 
[2022-11-01 15:15:07,894][lightning][INFO] - reference : хабаровске
[2022-11-01 15:15:07,894][lightning][INFO] - prediction: 
[2022-11-01 15:15:08,630][lightning][INFO] - reference : елена быканова
[2022-11-01 15:15:08,630][lightning][INFO] - prediction: 
[2022-11-01 15:15:09,258][lightning][INFO] - reference : включи бра
[2022-11-01 15:15:09,258][lightning][INFO] - prediction: 
[2022-11-01 15:15:09,801][lightning][INFO] - reference : раю владимировну
[2022-11-01 15:15:09,801][lightning][INFO] - prediction: 
[2022-11-01 15:15:10,422][lightning][INFO] - reference : джой расскажи шутку про ипотеку
[2022-11-01 15:15:10,423][lightning][INFO] - prediction: 
[2022-11-01 15:15:11,489][lightning][INFO] - reference : салют банкомат для снятия наличных рядом
[2022-11-01 15:15:11,489][lightning][INFO] - prediction: 
[2022-11-01 15:15:12,230][lightning][INFO] - reference : он умер с фалафелем в руке четыре ка
[2022-11-01 15:15:12,231][lightning][INFO] - prediction: 
[2022-11-01 15:15:12,667][lightning][INFO] - reference : стивен содерберг картина имеется ли у тебя
[2022-11-01 15:15:12,667][lightning][INFO] - prediction: 
[2022-11-01 15:15:13,408][lightning][INFO] - reference : что привлекало внимание пушкина в истории
[2022-11-01 15:15:13,408][lightning][INFO] - prediction: 
[2022-11-01 15:15:14,034][lightning][INFO] - reference : салют покажи выписку по счету за прошлый год
[2022-11-01 15:15:14,034][lightning][INFO] - prediction: 
[2022-11-01 15:15:15,167][lightning][INFO] - reference : включи фильм нимани
[2022-11-01 15:15:15,167][lightning][INFO] - prediction: 
[2022-11-01 15:15:16,000][lightning][INFO] - reference : посоветуй мне армен джигарханян
[2022-11-01 15:15:16,000][lightning][INFO] - prediction: 
[2022-11-01 15:15:16,733][lightning][INFO] - reference : ищи на смотрешке канал синергия тв
[2022-11-01 15:15:16,733][lightning][INFO] - prediction: 
[2022-11-01 15:15:17,477][lightning][INFO] - reference : нств на смотрешке
[2022-11-01 15:15:17,477][lightning][INFO] - prediction: 
[2022-11-01 15:15:18,314][lightning][INFO] - reference : поставь марусю
[2022-11-01 15:15:18,314][lightning][INFO] - prediction: 
[2022-11-01 15:15:19,141][lightning][INFO] - reference : давы
[2022-11-01 15:15:19,141][lightning][INFO] - prediction: 
[2022-11-01 15:15:19,903][lightning][INFO] - reference : обменять фунты стерлинги на гуарани стоимость обмена какая
[2022-11-01 15:15:19,904][lightning][INFO] - prediction: 
[2022-11-01 15:15:20,719][lightning][INFO] - reference : городская поликлиника номер шестьдесят восемь адрес
[2022-11-01 15:15:20,720][lightning][INFO] - prediction: 
[2022-11-01 15:15:21,459][lightning][INFO] - reference : джой никого
[2022-11-01 15:15:21,459][lightning][INFO] - prediction: 
[2022-11-01 15:15:22,149][lightning][INFO] - reference : лидия вершинина
[2022-11-01 15:15:22,150][lightning][INFO] - prediction: 
[2022-11-01 15:15:22,856][lightning][INFO] - reference : у тебя найдется шоу сообщество двенадцать первых эпизодов
[2022-11-01 15:15:22,857][lightning][INFO] - prediction: 
[2022-11-01 15:15:23,382][lightning][INFO] - reference : давай я посмотрю аниме
[2022-11-01 15:15:23,382][lightning][INFO] - prediction: 
[2022-11-01 15:15:24,125][lightning][INFO] - reference : у тебя найдется афера под прикрытием
[2022-11-01 15:15:24,126][lightning][INFO] - prediction: 
[2022-11-01 15:15:24,786][lightning][INFO] - reference : безусловный доход
[2022-11-01 15:15:24,786][lightning][INFO] - prediction: 
[2022-11-01 15:15:25,855][lightning][INFO] - reference : а здравствуйте пельмени стародворские медвежье ушко вес четыреста пятьдесят грамм вид начинки свинина говядина
[2022-11-01 15:15:25,855][lightning][INFO] - prediction: 
[2022-11-01 15:15:26,922][lightning][INFO] - reference : хочу посмотреть сериал в жанре драма
[2022-11-01 15:15:26,923][lightning][INFO] - prediction: 
[2022-11-01 15:15:27,524][lightning][INFO] - reference : ксения александрова
[2022-11-01 15:15:27,524][lightning][INFO] - prediction: 
[2022-11-01 15:15:28,040][lightning][INFO] - reference : поставь нам футбольный матч английской премьер лиги астон виллы против манчестер юнайтед
[2022-11-01 15:15:28,040][lightning][INFO] - prediction: 
[2022-11-01 15:15:29,022][lightning][INFO] - reference : маршрут эстом
[2022-11-01 15:15:29,022][lightning][INFO] - prediction: 
[2022-11-01 15:15:29,587][lightning][INFO] - reference : ты можешь включить драму
[2022-11-01 15:15:29,587][lightning][INFO] - prediction: 
[2022-11-01 15:15:30,350][lightning][INFO] - reference : спасибо от сбербанка с кредитной карты в чем причина
[2022-11-01 15:15:30,350][lightning][INFO] - prediction: 
[2022-11-01 15:15:31,012][lightning][INFO] - reference : курс китайского юаня на шестое сентября две тысячи девятнадцатого года
[2022-11-01 15:15:31,013][lightning][INFO] - prediction: 
[2022-11-01 15:15:31,641][lightning][INFO] - reference : есть ли у тебя люблю твою жену
[2022-11-01 15:15:31,642][lightning][INFO] - prediction: 
[2022-11-01 15:15:32,461][lightning][INFO] - reference : сбер найди бен десять
[2022-11-01 15:15:32,461][lightning][INFO] - prediction: 
[2022-11-01 15:15:33,359][lightning][INFO] - reference : кинолента трудности выживания поставь ка
[2022-11-01 15:15:33,360][lightning][INFO] - prediction: 
[2022-11-01 15:15:33,881][lightning][INFO] - reference : чай липтон тропический
[2022-11-01 15:15:33,881][lightning][INFO] - prediction: 
[2022-11-01 15:15:34,495][lightning][INFO] - reference : в отеле есть переговорная комната
[2022-11-01 15:15:34,496][lightning][INFO] - prediction: 
[2022-11-01 15:15:35,861][lightning][INFO] - reference : свидание со звездой фулл эйч ди
[2022-11-01 15:15:35,861][lightning][INFO] - prediction: 
[2022-11-01 15:15:36,507][lightning][INFO] - reference : салют хочу опять эту песню
[2022-11-01 15:15:36,508][lightning][INFO] - prediction: 
[2022-11-01 15:15:37,031][lightning][INFO] - reference : из панка
[2022-11-01 15:15:37,032][lightning][INFO] - prediction: 
[2022-11-01 15:15:37,529][lightning][INFO] - reference : кинь деньги на мой номер
[2022-11-01 15:15:37,529][lightning][INFO] - prediction: 
[2022-11-01 15:15:38,195][lightning][INFO] - reference : пять семьсот три восемьдесят шесть четыре четыреста семьдесят два
[2022-11-01 15:15:38,196][lightning][INFO] - prediction: 
[2022-11-01 15:15:38,743][lightning][INFO] - reference : екатерине рашитовне коневой
[2022-11-01 15:15:38,744][lightning][INFO] - prediction: 
[2022-11-01 15:15:39,590][lightning][INFO] - reference : у тебя найдется киношка в жанре видеорецензия
[2022-11-01 15:15:39,590][lightning][INFO] - prediction: она
[2022-11-01 15:15:40,131][lightning][INFO] - reference : анатолий козлов
[2022-11-01 15:15:40,132][lightning][INFO] - prediction: 
[2022-11-01 15:15:40,653][lightning][INFO] - reference : найди фильм охота
[2022-11-01 15:15:40,653][lightning][INFO] - prediction: оо
[2022-11-01 15:15:41,821][lightning][INFO] - reference : запускай супер шоу
[2022-11-01 15:15:41,821][lightning][INFO] - prediction: 
[2022-11-01 15:15:42,614][lightning][INFO] - reference : пополните счет сергею он снова без связи
[2022-11-01 15:15:42,614][lightning][INFO] - prediction: 
[2022-11-01 15:15:43,361][lightning][INFO] - reference : челябинском
[2022-11-01 15:15:43,361][lightning][INFO] - prediction: 
[2022-11-01 15:15:44,036][lightning][INFO] - reference : афина сплюсуйте пожалуйста числа
[2022-11-01 15:15:44,036][lightning][INFO] - prediction: 
[2022-11-01 15:15:44,649][lightning][INFO] - reference : в украшениях из янтаря металл не играет декоративной роли
[2022-11-01 15:15:44,649][lightning][INFO] - prediction: 
[2022-11-01 15:15:45,282][lightning][INFO] - reference : афина какое число будет в ближайшее воскресенье
[2022-11-01 15:15:45,282][lightning][INFO] - prediction: 
[2022-11-01 15:15:45,964][lightning][INFO] - reference : есть ли у тебя киноработа рэйчел выходит замуж
[2022-11-01 15:15:45,964][lightning][INFO] - prediction: 
[2022-11-01 15:15:46,634][lightning][INFO] - reference : джой какие виды бутовский полигон ты знаешь
[2022-11-01 15:15:46,634][lightning][INFO] - prediction: 
[2022-11-01 15:15:47,431][lightning][INFO] - reference : у тебя есть фильм песнь заката
[2022-11-01 15:15:47,431][lightning][INFO] - prediction: 
[2022-11-01 15:15:48,008][lightning][INFO] - reference : закажи эскимо ижевское два пакета
[2022-11-01 15:15:48,009][lightning][INFO] - prediction: 
[2022-11-01 15:15:48,698][lightning][INFO] - reference : смотреть сериал слепая
[2022-11-01 15:15:48,699][lightning][INFO] - prediction: 
[2022-11-01 15:15:49,224][lightning][INFO] - reference : афина включи русская сказка китобой
[2022-11-01 15:15:49,224][lightning][INFO] - prediction: 
[2022-11-01 15:15:50,060][lightning][INFO] - reference : ютьюб моргенштерн вайн
[2022-11-01 15:15:50,061][lightning][INFO] - prediction: 
[2022-11-01 15:15:50,854][lightning][INFO] - reference : шахунья
[2022-11-01 15:15:50,855][lightning][INFO] - prediction: 
[2022-11-01 15:15:51,520][lightning][INFO] - reference : сбер баланс на карте тридцать семь сорок пять
[2022-11-01 15:15:51,521][lightning][INFO] - prediction: 
[2022-11-01 15:15:52,229][lightning][INFO] - reference : оленегорске
[2022-11-01 15:15:52,230][lightning][INFO] - prediction: 
[2022-11-01 15:15:52,986][lightning][INFO] - reference : наводчица покажи
[2022-11-01 15:15:52,986][lightning][INFO] - prediction: 
[2022-11-01 15:15:53,652][lightning][INFO] - reference : самаре
[2022-11-01 15:15:53,653][lightning][INFO] - prediction: 
[2022-11-01 15:15:54,262][lightning][INFO] - reference : афина достала такая жизнь одни неприятности
[2022-11-01 15:15:54,262][lightning][INFO] - prediction: 
[2022-11-01 15:15:54,772][lightning][INFO] - reference : включай киношедевр в жанре циничная комедия
[2022-11-01 15:15:54,772][lightning][INFO] - prediction: 
[2022-11-01 15:15:55,291][lightning][INFO] - reference : у тебя найдется четырнадцатый эпизод разочарование
[2022-11-01 15:15:55,291][lightning][INFO] - prediction: 
[2022-11-01 15:15:56,093][lightning][INFO] - reference : зайди пожалуйста в меню для пополнения счета моего коллеги
[2022-11-01 15:15:56,094][lightning][INFO] - prediction:  ер
[2022-11-01 15:15:56,762][lightning][INFO] - reference : джой давай купим мне
[2022-11-01 15:15:56,763][lightning][INFO] - prediction: 
[2022-11-01 15:15:57,677][lightning][INFO] - reference : найди серию пять мажор
[2022-11-01 15:15:57,677][lightning][INFO] - prediction: 
[2022-11-01 15:15:58,845][lightning][INFO] - reference : афина как можно оформить виртуальную карту
[2022-11-01 15:15:58,845][lightning][INFO] - prediction: 
[2022-11-01 15:15:59,610][lightning][INFO] - reference : сбер измени условия по кредиту счет списания денег и дату платежа
[2022-11-01 15:15:59,611][lightning][INFO] - prediction: 
[2022-11-01 15:16:00,478][lightning][INFO] - reference : фрегат запись
[2022-11-01 15:16:00,478][lightning][INFO] - prediction: 
[2022-11-01 15:16:01,218][lightning][INFO] - reference : джой где можно на следующей неделе подстричь бороду
[2022-11-01 15:16:01,219][lightning][INFO] - prediction: 
[2022-11-01 15:16:01,785][lightning][INFO] - reference : играй голубые глаза егор крид
[2022-11-01 15:16:01,785][lightning][INFO] - prediction: 
[2022-11-01 15:16:02,237][lightning][INFO] - reference : сверхъестественное третий эпизод
[2022-11-01 15:16:02,238][lightning][INFO] - prediction: 
[2022-11-01 15:16:03,363][lightning][INFO] - reference : включи катун нетворк на смотрешке
[2022-11-01 15:16:03,364][lightning][INFO] - prediction: 
[2022-11-01 15:16:04,043][lightning][INFO] - reference : отель в турции
[2022-11-01 15:16:04,044][lightning][INFO] - prediction: 
[2022-11-01 15:16:04,969][lightning][INFO] - reference : сбер здравствуйте я хочу отключить автоплатеж для моей карты
[2022-11-01 15:16:04,969][lightning][INFO] - prediction: 
[2022-11-01 15:16:05,489][lightning][INFO] - reference : велопрогулки
[2022-11-01 15:16:05,489][lightning][INFO] - prediction: 
[2022-11-01 15:16:06,005][lightning][INFO] - reference : три триста восемьдесят пять семьсот четыре шестьдесят один девять пять
[2022-11-01 15:16:06,005][lightning][INFO] - prediction: 
[2022-11-01 15:16:06,739][lightning][INFO] - reference : в отрыв четыре ка
[2022-11-01 15:16:06,739][lightning][INFO] - prediction: 
[2022-11-01 15:16:07,269][lightning][INFO] - reference : сбер вспыш и чудо машинки
[2022-11-01 15:16:07,269][lightning][INFO] - prediction: 
[2022-11-01 15:16:07,954][lightning][INFO] - reference : холли берри фильм найди
[2022-11-01 15:16:07,954][lightning][INFO] - prediction: 
[2022-11-01 15:16:09,631][lightning][INFO] - reference : у тебя найдется триллер
[2022-11-01 15:16:09,631][lightning][INFO] - prediction: 
[2022-11-01 15:16:10,270][lightning][INFO] - reference : посоветуй мне фильмас в жанре драма
[2022-11-01 15:16:10,270][lightning][INFO] - prediction: 
[2022-11-01 15:16:11,017][lightning][INFO] - reference : салют ванила скай
[2022-11-01 15:16:11,018][lightning][INFO] - prediction: 
[2022-11-01 15:16:11,976][lightning][INFO] - reference : салют чью роль исполнял стивен сигал в фильме нико
[2022-11-01 15:16:11,976][lightning][INFO] - prediction: 
[2022-11-01 15:16:12,868][lightning][INFO] - reference : что нового из мира стрельбы из лука подробности
[2022-11-01 15:16:12,868][lightning][INFO] - prediction: фло
[2022-11-01 15:16:13,642][lightning][INFO] - reference :  
[2022-11-01 15:16:13,643][lightning][INFO] - prediction: 
[2022-11-01 15:16:15,015][lightning][INFO] - reference : сбер что будет с автомобильным рынком в россии
[2022-11-01 15:16:15,015][lightning][INFO] - prediction: 
[2022-11-01 15:16:15,911][lightning][INFO] - reference : встреча апл астон виллы с ньюкаслом
[2022-11-01 15:16:15,911][lightning][INFO] - prediction: 
[2022-11-01 15:16:17,060][lightning][INFO] - reference : алина ивановна
[2022-11-01 15:16:17,060][lightning][INFO] - prediction: 
[2022-11-01 15:16:17,532][lightning][INFO] - reference : ремиксы ютьюб
[2022-11-01 15:16:17,532][lightning][INFO] - prediction: 
[2022-11-01 15:16:18,116][lightning][INFO] - reference : сергей эльдарович
[2022-11-01 15:16:18,116][lightning][INFO] - prediction: 
[2022-11-01 15:16:18,725][lightning][INFO] - reference : дай нам посмотреть футбольную игру апл брайтон борнмут
[2022-11-01 15:16:18,726][lightning][INFO] - prediction: 
[2022-11-01 15:16:19,405][lightning][INFO] - reference : какие виды одинизм ты знаешь
[2022-11-01 15:16:19,406][lightning][INFO] - prediction: 
[2022-11-01 15:16:19,926][lightning][INFO] - reference : команда мечты включи ка
[2022-11-01 15:16:19,927][lightning][INFO] - prediction: 
[2022-11-01 15:16:20,490][lightning][INFO] - reference : найди кино операция слон
[2022-11-01 15:16:20,491][lightning][INFO] - prediction: 
[2022-11-01 15:16:21,029][lightning][INFO] - reference : как называется технология старка которая была представлена в гражданской войне
[2022-11-01 15:16:21,029][lightning][INFO] - prediction: 
[2022-11-01 15:16:21,507][lightning][INFO] - reference : запускай третья серия тетрадь смерти
[2022-11-01 15:16:21,507][lightning][INFO] - prediction: а
[2022-11-01 15:16:21,920][lightning][INFO] - reference : замира геннадьевна
[2022-11-01 15:16:21,921][lightning][INFO] - prediction: 
[2022-11-01 15:16:22,631][lightning][INFO] - reference : по окончании времени работы таймера
[2022-11-01 15:16:22,631][lightning][INFO] - prediction: 
[2022-11-01 15:16:23,373][lightning][INFO] - reference : владимир васильевич гусейнов
[2022-11-01 15:16:23,373][lightning][INFO] - prediction: 
[2022-11-01 15:16:24,024][lightning][INFO] - reference : попроси консьержа принести бокалы
[2022-11-01 15:16:24,024][lightning][INFO] - prediction: 
[2022-11-01 15:16:24,549][lightning][INFO] - reference : айтэч где находится
[2022-11-01 15:16:24,550][lightning][INFO] - prediction: 
[2022-11-01 15:16:25,116][lightning][INFO] - reference : сбер какие пасодобль ты знаешь
[2022-11-01 15:16:25,116][lightning][INFO] - prediction: 
[2022-11-01 15:16:25,787][lightning][INFO] - reference : татьяна васильева
[2022-11-01 15:16:25,787][lightning][INFO] - prediction: 
[2022-11-01 15:16:26,325][lightning][INFO] - reference : дианкой корешковой
[2022-11-01 15:16:26,325][lightning][INFO] - prediction: 
[2022-11-01 15:16:26,960][lightning][INFO] - reference : сбер курс фунта стерлингов в ближайшем офисе банка
[2022-11-01 15:16:26,961][lightning][INFO] - prediction: 
[2022-11-01 15:16:27,799][lightning][INFO] - reference : романтический фильм где снимался майлз теллер и зак эфрон
[2022-11-01 15:16:27,799][lightning][INFO] - prediction: 
[2022-11-01 15:16:28,580][lightning][INFO] - reference : нужно записываться или всегда есть свободные места
[2022-11-01 15:16:28,580][lightning][INFO] - prediction: 
[2022-11-01 15:16:29,142][lightning][INFO] - reference : какие слабоалкогольные какие слабоалкогольные
[2022-11-01 15:16:29,143][lightning][INFO] - prediction: 
[2022-11-01 15:16:29,764][lightning][INFO] - reference : битлджус
[2022-11-01 15:16:29,764][lightning][INFO] - prediction: 
[2022-11-01 15:16:30,491][lightning][INFO] - reference : пятьсот рублей закинь мне на мобильный счет
[2022-11-01 15:16:30,491][lightning][INFO] - prediction: ос
[2022-11-01 15:16:31,049][lightning][INFO] - reference : какую длину имеет самый длинный подвесной пешеходный мост в мире
[2022-11-01 15:16:31,050][lightning][INFO] - prediction: 
[2022-11-01 15:16:31,845][lightning][INFO] - reference : джой отправь денег на мамин номер
[2022-11-01 15:16:31,845][lightning][INFO] - prediction: 
[2022-11-01 15:16:33,109][lightning][INFO] - reference : фильм убийство по пятницам включи
[2022-11-01 15:16:33,110][lightning][INFO] - prediction: 
[2022-11-01 15:16:33,849][lightning][INFO] - reference : кто главный композитор кинокомедии джентльмены удачи
[2022-11-01 15:16:33,850][lightning][INFO] - prediction: 
[2022-11-01 15:16:34,671][lightning][INFO] - reference : ливерпуль арсенал
[2022-11-01 15:16:34,672][lightning][INFO] - prediction: 
[2022-11-01 15:16:35,873][lightning][INFO] - reference : во сколько будет готов наш заказ
[2022-11-01 15:16:35,873][lightning][INFO] - prediction: 
[2022-11-01 15:16:36,615][lightning][INFO] - reference : вруби пранки алекса муви
[2022-11-01 15:16:36,616][lightning][INFO] - prediction: 
[2022-11-01 15:16:37,625][lightning][INFO] - reference : поиграй со мной в апп повелители сфер
[2022-11-01 15:16:37,625][lightning][INFO] - prediction: 
[2022-11-01 15:16:38,328][lightning][INFO] - reference : михаил прокофьев
[2022-11-01 15:16:38,328][lightning][INFO] - prediction: 
[2022-11-01 15:16:38,927][lightning][INFO] - reference : покажи киношку чудак из пятого б
[2022-11-01 15:16:38,928][lightning][INFO] - prediction: 
[2022-11-01 15:16:39,635][lightning][INFO] - reference : девять сто сорок четыре четыре пять шесть шестьдесят шесть двадцать два
[2022-11-01 15:16:39,635][lightning][INFO] - prediction: 
[2022-11-01 15:16:40,630][lightning][INFO] - reference : большая азия эйч ди на смотрешке
[2022-11-01 15:16:40,631][lightning][INFO] - prediction: 
[2022-11-01 15:16:41,296][lightning][INFO] - reference : поищи матч боец на тв
[2022-11-01 15:16:41,297][lightning][INFO] - prediction: 
[2022-11-01 15:16:42,019][lightning][INFO] - reference : джой посмотреть канал восток тв
[2022-11-01 15:16:42,019][lightning][INFO] - prediction: 
[2022-11-01 15:16:42,905][lightning][INFO] - reference : игра на смотрешке
[2022-11-01 15:16:42,906][lightning][INFO] - prediction: 
[2022-11-01 15:16:43,716][lightning][INFO] - reference : хочу посмотреть рубль тв на смотрешке
[2022-11-01 15:16:43,716][lightning][INFO] - prediction: 
[2022-11-01 15:16:44,346][lightning][INFO] - reference : тамара ивановна
[2022-11-01 15:16:44,346][lightning][INFO] - prediction: 
[2022-11-01 15:16:44,904][lightning][INFO] - reference : дэдпул запусти
[2022-11-01 15:16:44,905][lightning][INFO] - prediction: 
[2022-11-01 15:16:45,667][lightning][INFO] - reference : футбол английской премьер лиги челси против астон виллы
[2022-11-01 15:16:45,667][lightning][INFO] - prediction: 
[2022-11-01 15:16:46,276][lightning][INFO] - reference : дарья климова
[2022-11-01 15:16:46,276][lightning][INFO] - prediction: 
[2022-11-01 15:16:46,942][lightning][INFO] - reference : сериал гранд отель пятый сезон четырнадцатая серия
[2022-11-01 15:16:46,943][lightning][INFO] - prediction: 
[2022-11-01 15:16:47,633][lightning][INFO] - reference : хочу обменять три английских фунтов
[2022-11-01 15:16:47,633][lightning][INFO] - prediction: 
[2022-11-01 15:16:48,288][lightning][INFO] - reference : домовой ближайший
[2022-11-01 15:16:48,288][lightning][INFO] - prediction: 
[2022-11-01 15:16:48,936][lightning][INFO] - reference : поставь на смотрешке телеканал бокс тв плюс
[2022-11-01 15:16:48,936][lightning][INFO] - prediction: 
[2022-11-01 15:16:49,648][lightning][INFO] - reference : сороковая серия восьмой сезон сериал шерлок
[2022-11-01 15:16:49,648][lightning][INFO] - prediction: 
[2022-11-01 15:16:50,247][lightning][INFO] - reference : барбекю билет
[2022-11-01 15:16:50,247][lightning][INFO] - prediction: 
[2022-11-01 15:16:51,724][lightning][INFO] - reference : утрехт
[2022-11-01 15:16:51,725][lightning][INFO] - prediction: 
[2022-11-01 15:16:52,615][lightning][INFO] - reference : набери где дракон
[2022-11-01 15:16:52,616][lightning][INFO] - prediction: 
[2022-11-01 15:16:53,174][lightning][INFO] - reference : замира тимошенко
[2022-11-01 15:16:53,174][lightning][INFO] - prediction: 
[2022-11-01 15:16:54,068][lightning][INFO] - reference : трофимову
[2022-11-01 15:16:54,068][lightning][INFO] - prediction: 
[2022-11-01 15:16:54,970][lightning][INFO] - reference : популярные фильмы в жанре шоу
[2022-11-01 15:16:54,970][lightning][INFO] - prediction: 
[2022-11-01 15:16:55,734][lightning][INFO] - reference : шестая серия сезон пять шоу отбросы
